"filename", "language", "JavaScript JSX", "JavaScript", "JSON", "comment", "blank", "total"
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/package-lock.json", "JSON", 0, 0, 137, 0, 0, 137
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/package.json", "JSON", 0, 0, 1, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/Chat.jsx", "JavaScript JSX", 61, 0, 0, 2, 7, 70
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/contextManager/SocketContextManager.js", "JavaScript", 0, 34, 0, 1, 8, 43
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/contextManager/ToastContextManager.js", "JavaScript", 0, 35, 0, 0, 8, 43
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/jobManager/JobManager.js", "JavaScript", 0, 17, 0, 0, 2, 19
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/projectManager/ProjectManager.js", "JavaScript", 0, 203, 0, 0, 4, 207
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/reviewManager/ReviewManager.js", "JavaScript", 0, 30, 0, 0, 2, 32
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/searchManager/SearchManager.js", "JavaScript", 0, 36, 0, 0, 2, 38
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/common/manager/userManager/UserManager.js", "JavaScript", 0, 14, 0, 0, 2, 16
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/CancelButton.jsx", "JavaScript JSX", 33, 0, 0, 0, 3, 36
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/ChatButton.jsx", "JavaScript JSX", 55, 0, 0, 0, 3, 58
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/CreateTaskButton.jsx", "JavaScript JSX", 51, 0, 0, 0, 3, 54
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/DeleteButton.jsx", "JavaScript JSX", 37, 0, 0, 0, 3, 40
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/EditJobDetailsButton.jsx", "JavaScript JSX", 47, 0, 0, 0, 3, 50
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/FilledButton.jsx", "JavaScript JSX", -1, 0, 0, 0, 0, -1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/LikeButton.jsx", "JavaScript JSX", 34, 0, 0, 0, 3, 37
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/SendMessageButton.jsx", "JavaScript JSX", 16, 0, 0, 0, 3, 19
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/ShareButton.jsx", "JavaScript JSX", 20, 0, 0, 0, 0, 20
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/buttons/TickButtonRound.jsx", "JavaScript JSX", 33, 0, 0, 0, 3, 36
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/CalendarIcon.jsx", "JavaScript JSX", 16, 0, 0, 0, 3, 19
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/CancelIcon.jsx", "JavaScript JSX", 23, 0, 0, 0, 3, 26
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/ClockIcon.jsx", "JavaScript JSX", -6, 0, 0, 0, 0, -6
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/DeleteIcon.jsx", "JavaScript JSX", 23, 0, 0, 0, 3, 26
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/EditIcon.jsx", "JavaScript JSX", 24, 0, 0, 0, 3, 27
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/HeartIcon.jsx", "JavaScript JSX", 16, 0, 0, 0, 3, 19
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/ProfileIcon.jsx", "JavaScript JSX", 5, 0, 0, 0, 0, 5
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/SearchIcon.jsx", "JavaScript JSX", 19, 0, 0, 0, 3, 22
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/ShareIcon.jsx", "JavaScript JSX", 3, 0, 0, 0, 0, 3
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/icon/TickIcon.jsx", "JavaScript JSX", 24, 0, 0, 0, 3, 27
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/input/BorderlessInputbar.jsx", "JavaScript JSX", 6, 0, 0, 0, 0, 6
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/input/search/SearchInputChat.jsx", "JavaScript JSX", 14, 0, 0, 0, 0, 14
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/input/search/SearchInputMenubar.jsx", "JavaScript JSX", 28, 0, 0, 0, 1, 29
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/input/textarea/TextAreaWithActions.jsx", "JavaScript JSX", 2, 0, 0, 0, 0, 2
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/input/textarea/TextAreaWithWordCount.jsx", "JavaScript JSX", 79, 0, 0, 0, 7, 86
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/menubar/MenubarDashboard.jsx", "JavaScript JSX", 169, 0, 0, 0, 1, 170
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/textBlocks/BasicWidgetTitleBlock.jsx", "JavaScript JSX", 2, 0, 0, 0, 0, 2
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/application/ApplicationFullCard.jsx", "JavaScript JSX", 180, 0, 0, 0, 3, 183
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/application/ApplicationsCreatedByMeWidget.jsx", "JavaScript JSX", -8, 0, 0, 0, 0, -8
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/application/MyApplicationWidget.jsx", "JavaScript JSX", 7, 0, 0, 0, 0, 7
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chat/ChatCard.jsx", "JavaScript JSX", 30, 0, 0, 0, 0, 30
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chat/ChatMessageCard.jsx", "JavaScript JSX", 11, 0, 0, 0, 0, 11
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chat/NoChatsSelected.jsx", "JavaScript JSX", 37, 0, 0, 0, 4, 41
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/SkillChip.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/TypeChip.jsx", "JavaScript JSX", 7, 0, 0, 0, 0, 7
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/common/Toast.jsx", "JavaScript JSX", 13, 0, 0, 0, 3, 16
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/duration/DeadlineWidget.jsx", "JavaScript JSX", 66, 0, 0, 0, 3, 69
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/duration/DurationWidget.jsx", "JavaScript JSX", 61, 0, 0, 0, 0, 61
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/education/EducationCard.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/experience/ExperienceCard.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/JobDetails.jsx", "JavaScript JSX", 90, 0, 0, 0, 1, 91
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/JobFullCard.jsx", "JavaScript JSX", 177, 0, 0, 0, 3, 180
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/DescriptionWidget.jsx", "JavaScript JSX", 27, 0, 0, 0, 3, 30
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/JobDetailContentWidget.jsx", "JavaScript JSX", 52, 0, 0, 0, 3, 55
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/ListWidget.jsx", "JavaScript JSX", 45, 0, 0, 0, 3, 48
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/profile/ProfileDetailsWidget.jsx", "JavaScript JSX", 144, 0, 0, 1, 3, 148
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/profile/ProfileWidget.jsx", "JavaScript JSX", 41, 0, 0, 0, 3, 44
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/profile/RejectedApplicantWidget.jsx", "JavaScript JSX", 72, 0, 0, 0, 3, 75
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/profile/SelectedApplicantWidget.jsx", "JavaScript JSX", 79, 0, 0, 0, 4, 83
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/profile/UnselectedApplicantProfileWidget.jsx", "JavaScript JSX", 78, 0, 0, 0, 3, 81
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/review/ProjectCompletionReview.jsx", "JavaScript JSX", 132, 0, 0, 0, 14, 146
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/review/ReviewCard.jsx", "JavaScript JSX", 28, 0, 0, 0, 2, 30
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/search/NoResultsFound.jsx", "JavaScript JSX", 40, 0, 0, 0, 3, 43
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/search/SearchTypeWidget.jsx", "JavaScript JSX", 58, 0, 0, 0, 6, 64
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/task/AppliedTaskWidget.jsx", "JavaScript JSX", 143, 0, 0, 0, 3, 146
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/task/TaskActiveCard.jsx", "JavaScript JSX", 153, 0, 0, 0, 6, 159
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/task/TaskCompletedCard.jsx", "JavaScript JSX", 161, 0, 0, 0, 6, 167
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/task/TaskDetailsCard.jsx", "JavaScript JSX", 108, 0, 0, 0, 3, 111
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/task/TasksAssignedByMeWidget.jsx", "JavaScript JSX", -5, 0, 0, 0, -3, -8
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/constants/Colors.jsx", "JavaScript JSX", 2, 0, 0, 0, 0, 2
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/constants/FontSize.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/index.js", "JavaScript", 0, 7, 0, 0, 0, 7
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/chat/AllChatsSection.jsx", "JavaScript JSX", 64, 0, 0, 0, 6, 70
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/chat/ChatPage.jsx", "JavaScript JSX", 18, 0, 0, 0, 2, 20
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/chat/ChatRoomSection.jsx", "JavaScript JSX", 43, 0, 0, 0, 3, 46
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/chat/manager/ChatManager.js", "JavaScript", 0, 37, 0, 0, 3, 40
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/chat/manager/ConversationManager.js", "JavaScript", 0, 35, 0, 0, 3, 38
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/common/SplitLayout.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/ActiveTaskDetails.jsx", "JavaScript JSX", 252, 0, 0, 0, 9, 261
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/ActiveTasks.jsx", "JavaScript JSX", 29, 0, 0, 0, 3, 32
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/CompletedTaskDetails.jsx", "JavaScript JSX", 204, 0, 0, 0, 8, 212
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/CompletedTasks.jsx", "JavaScript JSX", 29, 0, 0, 0, 3, 32
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/CreatedByMePage.jsx", "JavaScript JSX", 84, 0, 0, 0, 4, 88
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/EditTaskDetails.jsx", "JavaScript JSX", 127, 0, 0, 0, 19, 146
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/HiringTaskDetails.jsx", "JavaScript JSX", 311, 0, 0, 0, 4, 315
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/HiringTasks.jsx", "JavaScript JSX", 35, 0, 0, 0, 3, 38
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/TabbedPanel.jsx", "JavaScript JSX", 103, 0, 0, 0, 3, 106
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/createdByMe/TaskDetailsTabbedPanel.jsx", "JavaScript JSX", 164, 0, 0, 0, 6, 170
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/dashboard/DashboardPage.jsx", "JavaScript JSX", 56, 0, 0, 0, 2, 58
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/myApplications/MyApplicationsPage.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/AboutSection.jsx", "JavaScript JSX", -8, 0, 0, 0, 0, -8
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/EducationSection.jsx", "JavaScript JSX", 1, 0, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/ExperienceSection.jsx", "JavaScript JSX", -4, 0, 0, 0, 0, -4
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/ProfilePage.jsx", "JavaScript JSX", 37, 0, 0, 0, 1, 38
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/ReviewSection.jsx", "JavaScript JSX", -2, 0, 0, 0, 0, -2
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/search/SearchResultsPage.jsx", "JavaScript JSX", 77, 0, 0, 0, 4, 81
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/search/SearchResultsSection.jsx", "JavaScript JSX", 65, 0, 0, 0, 5, 70
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/search/SearchTypes.jsx", "JavaScript JSX", 37, 0, 0, 0, 3, 40
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/search/manager/SearchManager.js", "JavaScript", 0, 57, 0, 0, 4, 61
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/signin/manager/SigninManager.js", "JavaScript", 0, 1, 0, 0, 0, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/router/Router.jsx", "JavaScript JSX", 9, 0, 0, 0, 0, 9
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/AuthService.js", "JavaScript", 0, 0, 0, 0, 1, 1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/ConversationService.js", "JavaScript", 0, 23, 0, 0, 2, 25
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/JobService.js", "JavaScript", 0, 12, 0, 0, 2, 14
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/LocalStorageService.js", "JavaScript", 0, 9, 0, 0, 3, 12
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/MessageService.js", "JavaScript", 0, 23, 0, 0, 3, 26
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/ProjectService.js", "JavaScript", 0, 150, 0, 0, 3, 153
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/ReviewService.js", "JavaScript", 0, 23, 0, 0, 2, 25
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/SearchService.js", "JavaScript", 0, 57, 0, 0, 4, 61
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/TokenService.js", "JavaScript", 0, -1, 0, 0, 0, -1
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/UserService.js", "JavaScript", 0, 13, 0, 0, 2, 15
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/date/CalculateTimeBetween.js", "JavaScript", 0, 18, 0, 1, 4, 23
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/date/CalculateTimeDifference.js", "JavaScript", 0, 18, 0, 1, 4, 23
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/date/ConvertToDate.js", "JavaScript", 0, 24, 0, 0, 5, 29
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/date/ConvertToTime.js", "JavaScript", 0, 26, 0, 0, 5, 31
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/validators/AllInputValidators.js", "JavaScript", 0, 24, 0, 0, 7, 31
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/validators/HandleValidation.js", "JavaScript", 0, 4, 0, 0, 0, 4
"Total", "-", 4599, 929, 138, 6, 316, 5988